"WaterYear","flow_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","H_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","DIC_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux","ws"
1982,813.047,7708.90575,2064.61675,1677.9484,5969.26945,3137.45545,NA,NA,NA,123.92725,93.9508334722075,44088.1515,4872.04075,3684.4689,13.3433,NA,NA,NA,NA,32267.0445,NA,NA,NA,6
1983,1002.625,8722.9908,2196.73375,2306.9739,6514.91425,3615.5936,NA,NA,NA,166.7834,126.705729966384,50513.8885,2161.54205,4587.91945,37.05575,NA,NA,NA,NA,35299.1705,NA,NA,NA,6
1984,670.776,6221.0822,1691.7359,1510.7878,5123.37135,2092.8512,NA,NA,NA,99.3669,78.2123740949353,34796.2365,4078.92945,3248.1688,30.2968,NA,NA,NA,NA,27002.212,NA,NA,NA,6
1985,913.025,7993.0624,2204.8121,1867.4016,6009.8465,2945.59165,NA,NA,NA,187.5088,123.740318534113,44818.527,4045.30285,3493.4317,71.94275,NA,NA,NA,NA,33281.074,NA,NA,NA,6
1986,833.646,7612.3112,2111.8593,2064.2281,5733.33905,2736.4078,NA,NA,NA,227.76585,96.6849985715322,39152.5538,6664.4891,3043.87435,83.92295,NA,NA,NA,NA,31259.17,NA,NA,NA,6
1987,768.592,7073.72465,2117.36165,1411.97785,5989.13745,2280.5935,NA,NA,NA,171.3824,70.462454501717,37927.9285,3658.84065,3423.89505,75.23285,NA,NA,NA,NA,30729.63,NA,NA,NA,6
1988,704.699,6842.14325,2020.6093,1909.3633,5617.3946,2197.87255,NA,NA,NA,154.0233,74.9262623665077,35615.591,6722.26425,3537.2448,4.8977,NA,NA,NA,NA,26038.979,NA,NA,NA,6
1989,1054.59,10097.0136,2737.9899,2375.82725,8232.6213,4154.7511,NA,NA,NA,246.7247,116.518587011293,50416.5255,16778.2689,4769.0766,39.0561,NA,NA,NA,NA,40900.822,NA,NA,NA,6
1990,1123.881,9781.3489,2709.0612,1601.98795,7613.5175,4357.7369,NA,NA,NA,296.85435,147.738926309216,53708.0735,8237.91145,4577.61325,77.37315,NA,NA,NA,NA,42147.6135,NA,NA,NA,6
1991,863.449,7360.4241,2091.07305,1420.52295,5725.41425,2677.46075,NA,NA,NA,213.81755,97.2758154434561,42378.489,2798.5381,3208.62965,30.77955,NA,NA,NA,NA,32337.662,NA,NA,NA,6
1992,889.742,7038.239,2002.0869,1470.313,5956.6852,2441.1458,NA,NA,NA,317.2403,107.895889534003,41474.2425,2012.20315,3318.55445,7.41565,NA,NA,NA,NA,32728.421,NA,NA,NA,6
1993,908.866,7271.90055,2027.0631,1395.70815,6391.2716,2978.77165,NA,NA,NA,140.46535,90.9296524084272,43690.9118,1222.98775,4283.08525,0.6298,19676.874675,NA,NA,NA,32809.119,NA,NA,NA,6
1994,625.32,5402.6062,1594.6389,1020.21835,5206.56435,1642.82475,NA,NA,NA,102.1728,57.8789237764668,30013.0882,2014.0748,2812.88475,0,13181.0408,NA,NA,3044.78307466488,26496.142,NA,NA,NA,6
1995,1395.082,9692.76935,2722.0316,2630.4892,9892.4395,4760.2843,NA,NA,NA,178.35825,180.292547353862,59816.7779,3398.1354,8402.40975,2.1187,32173.658725,NA,1406.245825,5333.12725398862,47650.92125,NA,NA,NA,6
1996,1211.562,7982.2899,2306.00635,2090.816,8306.85035,3965.23805,NA,NA,NA,135.966,143.065274139209,49710.86145,1880.11575,5587.8798,2.27405,27438.93355,NA,1183.286025,6022.01919521412,40596.1448,NA,NA,NA,6
1997,771.598,5585.6085,1701.0875,1510.34805,5322.6707,2232.1816,NA,NA,NA,128.5031,73.5968186231831,31967.7651,1566.1628,2723.124,7.6956,16354.68005,NA,637.46685,3300.94369962775,29521.786,NA,NA,NA,6
1998,1041.064,8261.0516,2374.0636,2041.46085,7403.49145,3554.794475,NA,NA,NA,109.7783,115.103098211916,39322.296575,12928.27195,4049.2892,4.80145,25657.347125,NA,1504.0644,4261.3279282615,40364.7995,NA,NA,NA,6
1999,1150.965,8068.82045,2299.1053,2852.11895,7498.1351,3849.5377,NA,NA,NA,116.5648,142.573221165755,44080.84625,6795.84665,4939.52105,30.81425,32994.92945,NA,1841.0157,4950.55155739425,42048.945,NA,NA,NA,6
2000,697.563,4926.27235,1538.57475,1557.8889,4834.6881,1794.123375,NA,NA,NA,74.86235,61.958857972727,27935.83055,3374.16315,2358.0047,0.56625,15610.87665,NA,1426.1202,3002.8995640295,27242.161,NA,NA,NA,6
2001,764.656,5263.57665,1564.0461,1408.5753,5549.1152,1948.157,NA,NA,NA,76.4656,71.4022012698113,30817.88655,1209.72965,3480.3503,12.38975,17403.7885,NA,659.39265,3373.36384754925,28634.525,NA,NA,NA,6
2002,642.79,4438.2827,1361.22635,1218.3272,4827.9631,1553.6176,NA,NA,NA,64.279,55.5045463760144,26075.9246,1057.9471,2814.22615,0.10965,13673.5138,NA,452.1547,2985.314399649,24319.2705,NA,NA,NA,6
2003,1239.322,7674.8064,2225.57245,1926.96675,8637.61205,4058.5616,NA,NA,NA,123.9924,129.877810282108,46615.8001,2446.82335,5890.03985,2.4307,33405.1046,NA,843.0839,5335.2856876715,43232.8205,NA,NA,NA,6
2004,983.966,6147.66705,1926.53245,1616.85245,7136.7276,2695.08435,NA,NA,NA,98.3966,82.6492729257421,37123.1937,1713.60985,4219.27075,0,22366.7507,NA,803.6569,4533.41188491875,35265.824,NA,NA,NA,6
2005,1267.369,7615.4972,2337.52945,1791.6667,9028.72945,3255.77625,NA,NA,NA,126.7369,101.316945844328,45894.4088,916.99455,5207.3181,0,26787.1557,NA,1276.49465,5654.3700550035,44216.142,NA,NA,NA,6
2006,1049.612,6242.5855,1955.55435,2004.2586,6941.27925,2720.8431,779.4954,NA,NA,104.9612,83.491163190363,35909.471,2941.5536,3806.45055,0,22025.23685,1517.36555,826.305,4320.912480847,36704.507,NA,NA,NA,6
2007,1076.572,6490.96815,2105.70275,1782.26205,7304.8575,2617.016,478.9971,NA,NA,107.6572,72.1610988263337,37697.4421,1301.5517,3473.22955,0,20349.17065,986.06,671.9532,4631.27786431037,40511.351,NA,NA,NA,6
2008,1151.004,6584.15625,2122.5532,1374.1731,7155.3632,NA,963.36645,NA,NA,115.1004,75.8703992512166,37703.79955,782.01015,3279.6775,0,23992.7088,1143.951,921.2478,5421.51979915225,43231.8745,NA,NA,NA,6
2009,1190.778,6828.0108,2190.13835,1653.65995,7537.6575,NA,980.1479,NA,NA,119.0778,64.1893453341013,36484.68925,417.0259,3666.9769,0,24827.73275,1003.1224,849.9934,4797.282376983,46047.4635,NA,NA,NA,6
2010,1284.625,7072.0884,2250.8453,2242.574,7823.36475,NA,1033.0097,NA,NA,128.4625,76.1887815215716,36964.95385,1310.6964,4696.88155,0,32013.4167,1547.0696,1188.56575,4884.18514918425,46832.666,NA,NA,NA,6
2011,1159.321,6336.3933,2025.6432,1704.63655,7577.33755,NA,940.032425,489.148475,NA,115.9321,62.4239311727942,32442.61045,1646.4024,3536.19265,0,27006.7291,1326.40065,908.74945,4315.911518433,46664.648,NA,NA,NA,6
2012,988.867,5524.39955,1817.07065,1824.1495,6910.34585,NA,795.15645,426.7708,NA,84.87945,45.4354300633487,26263.3228,2192.29455,3834.1606,5.6995,26411.1829,1517.5622,868.75285,4122.4026433475,39490.67955,69.627625,98.8867,326.4176,6
2013,974.573,6027.4741,2013.67065,2696.03245,7289.0004,NA,931.5935,390.4248,1418.99885,98.80905,46.1302351483185,23155.7308,11716.1115,3583.90035,2.07575,22724.5828,3491.51525,842.9701,4356.08298977525,38521.459,259.5027,32.1915,309.2877,6
2014,778.282,4392.8234,1480.77995,1661.27605,4997.64925,NA,773.06965,425.39965,1441.63675,41.36795,38.7215795335316,18578.03515,4184.8447,3650.6165,1.05705,21982.6633,1600.23365,670.93635,3488.40063667425,31031.80725,178.56755,67.0263,235.3773,6
2015,895.364,4728.78745,1465.293,1371.30145,6053.00755,NA,708.1661,386.05465,1314.54545,36.46985,36.7746580635049,21993.41155,1044.34035,3846.7374,2.3143,22300.8247,890.14995,724.05785,4086.10143478613,36368.04305,102.3396,60.28025,299.75095,6
2016,727.629,3603.2967,1247.38665,1103.628525,4391.074075,NA,594.11835,227.8607,995.816025,21.4792,25.0859830988276,17802.659625,565.224775,2935.266275,0,16237.1643,505.747225,534.733825,3137.87450182,28226.389525,65.789525,31.069525,260.5521,6
2017,932.603,4547.43775,1567.6534,1562.54255,6413.1754,NA,775.89945,339.3088,1264.66255,39.97805,29.4916903971302,24128.36235,804.4863,4278.15575,0,22230.683,663.00495,612.5616,4837.8383852925,38194.07075,76.68345,30.7106,422.71715,6
2018,1314.185,5925.40245,1994.7243,2052.3815,7057.35175,NA,1196.37235,582.5203,2175.03415,91.91665,45.9792271426287,29288.8095,1522.3629,4967.27675,7.3753,34833.3677,1143.1089,929.43005,6042.45904961513,48604.2395,122.12195,52.37045,394.2555,6
