"WaterYear","flow_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","H_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","DIC_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux","ws"
1984,648.224,6985.0614,1552.02645,1325.62205,4849.7719,NA,NA,NA,NA,113.5338,92.07640398,36243.2515,6019.32595,3350.39955,28.49605,NA,NA,NA,NA,26657.1485,NA,NA,NA,1
1985,881.529,9067.47245,2037.4125,1735.86035,5854.8826,NA,NA,NA,NA,172.8416,119.8006671,46801.365,6228.06755,3497.72295,48.93305,NA,NA,NA,NA,33358.7005,NA,NA,NA,1
1986,754.047,7848.50885,1817.2305,1045.33235,5527.6279,NA,NA,NA,NA,179.54475,76.53483195,39843.6865,6696.1076,2806.61535,40.09885,NA,NA,NA,NA,30914.608,NA,NA,NA,1
1987,707.237,7446.95705,1817.7119,1277.34945,5576.1822,NA,NA,NA,NA,149.8088,97.70467669,37603.1765,5233.18265,3411.59565,54.2655,NA,NA,NA,NA,29159.221,NA,NA,NA,1
1988,625.967,6957.014,1743.25025,1380.3947,5379.05225,NA,NA,NA,NA,127.85165,99.25075981,34324.11,8312.54545,3622.49945,2.95145,NA,NA,NA,NA,24853.5355,NA,NA,NA,1
1989,966.496,10916.04785,2475.34845,1873.87975,7889.1966,NA,NA,NA,NA,214.8151,166.5929851,50881.3035,18817.95775,4828.07005,29.65295,NA,NA,NA,NA,39598.4845,NA,NA,NA,1
1990,1053.914,11367.9845,2603.18875,1388.35945,7251.3969,NA,NA,NA,NA,251.1337,158.622688,54028.4395,15917.47375,4452.07015,69.9438,NA,NA,NA,NA,41559.735,NA,NA,NA,1
1991,794.62,7977.37765,1899.8661,1134.238,5206.00755,NA,NA,NA,NA,209.59695,111.1726779,41889.5165,5160.9315,3151.3798,14.1949,NA,NA,NA,NA,30972.9585,NA,NA,NA,1
1992,825.462,7479.48105,1743.34605,1097.43165,5479.48735,NA,NA,NA,NA,290.7783,126.0316157,41777.3365,3524.4824,3358.6295,0.3099,NA,NA,NA,NA,31819.262,NA,NA,NA,1
1993,791.223,7071.6182,1628.6122,1185.311,5637.5334,NA,NA,NA,NA,129.6915,110.0178692,40374.3772,2179.5402,4238.83895,0.02405,NA,NA,NA,NA,30031.717,NA,NA,NA,1
1994,579.287,5611.8904,1338.35225,836.68675,4945.33485,NA,NA,NA,NA,87.1908,74.88620724,29351.75275,4430.52835,2969.1227,0,NA,NA,NA,NA,25108.5705,NA,NA,NA,1
1995,1307.666,11010.5724,2622.33385,2328.8626,10258.9991,NA,NA,NA,NA,173.33575,188.7642234,61394.18175,7623.9019,8481.9717,0,NA,NA,NA,NA,50625.9411,NA,NA,NA,1
1996,1113.437,8345.51775,1946.22095,1893.7253,7721.95555,NA,NA,NA,NA,121.87495,137.5444722,47958.77095,3820.5785,5703.98,1.8673,NA,NA,NA,6013.394829,39187.8465,NA,NA,NA,1
1997,705.5,5266.54335,1365.5796,1168.2952,4940.8266,NA,NA,NA,NA,103.05475,73.0396677,30136.38705,3186.1661,2616.5899,8.393,15708.11648,NA,NA,3676.999654,27368.5835,NA,NA,NA,1
1998,950.29,8730.9374,2104.197575,1908.829075,7129.728875,NA,NA,NA,NA,100.89215,126.3326262,36244.97498,21840.75895,4163.8271,1.75515,18779.22295,NA,NA,4565.473308,38453.2634,NA,NA,NA,1
1999,973.855,19714.8976,2124.62365,2726.958275,8296.66665,NA,NA,NA,NA,121.1767,47.55904842,45950.34845,17666.92198,5247.82355,27.803,24686.57705,NA,NA,5561.850809,68104.199,NA,NA,NA,1
2000,516.812,8929.0574,1080.8696,1004.2634,3986.18795,NA,NA,NA,NA,53.60105,18.83952662,25586.37205,6183.4593,1949.3601,0,NA,NA,NA,2720.592858,40903.7185,NA,NA,NA,1
2001,565.919,7835.27715,1110.10825,866.72995,4446.37045,NA,NA,NA,NA,60.74495,33.44958447,28050.45585,2575.08655,2903.67195,0.04675,NA,NA,NA,2900.643119,44859.496,NA,NA,NA,1
2002,640.084,8406.94975,1262.45105,1092.02865,4989.85045,NA,NA,NA,NA,64.0084,41.63070487,31093.8491,3918.8044,3205.5128,0.24695,NA,NA,NA,3418.561565,44530.538,NA,NA,NA,1
2003,1196.664,16002.80825,2099.11615,1633.6366,8449.6367,NA,NA,NA,NA,119.6664,83.56819494,54619.2004,6347.066,6327.4655,3.8919,NA,NA,NA,5896.38662,77299.515,NA,NA,NA,1
2004,965.306,11868.59525,1624.5915,1210.0617,6769.98105,NA,NA,NA,NA,96.9834,55.51077743,42411.558,3272.6386,4329.63315,0,NA,NA,NA,5833.152419,54530.946,NA,NA,NA,1
2005,1233.163,14940.2545,1928.88515,1392.75275,8367.4177,NA,NA,NA,NA,123.3163,62.83462513,51502.8888,2786.7666,5390.84245,0,NA,NA,NA,6730.872497,64546.9655,NA,NA,NA,1
2006,1032.358,13256.3631,1721.52905,1785.7222,6852.76205,NA,488.312675,NA,NA,103.2358,55.27623414,39820.1748,11804.15605,4110.7589,0,24676.83793,3378.39995,792.811825,4915.110888,54817.0025,NA,NA,NA,1
2007,1087.232,13352.1262,1804.04395,1532.0364,7108.4892,NA,318.0183,NA,NA,108.7232,49.36547431,42397.4199,7190.89455,3899.5888,0.32715,23979.09105,2385.5538,754.1112,5432.273502,56969.1275,NA,NA,NA,1
2008,1154.082,13523.70875,1763.26565,1041.9913,6609.2023,NA,512.74325,NA,NA,115.4082,47.15139168,42441.98375,4607.28275,3607.6936,0,27330.01458,2465.715925,1388.291475,6864.465371,58859.443,NA,NA,NA,1
2009,1236.598,13707.67425,1800.22035,1386.47845,6898.4134,NA,614.2351,NA,NA,123.6598,41.92323967,42057.2591,2739.2008,4242.21745,0,28925.15285,1971.325,1349.8396,5689.861021,61279.812,NA,NA,NA,1
2010,1321.899,15670.39675,1952.3047,1869.70975,7652.0875,NA,708.1809,NA,NA,132.1899,54.8143838,40678.9314,10918.45865,5543.14555,0,37945.92135,3903.02385,1395.6607,6469.125816,63509.812,NA,NA,NA,1
2011,1216.245,15766.41808,1875.5571,1503.748,7514.054875,NA,913.641275,512.55985,NA,115.7137,44.24847971,34736.49518,20610.3708,4218.32355,3.1855,31313.74153,5872.8319,1234.7328,5801.910998,63366.8531,NA,NA,NA,1
2012,1064.598,15755.42325,1837.4526,1791.13085,6845.9583,NA,1044.5651,510.9045,2154.8669,96.1059,45.95176693,28918.52155,30628.46495,4873.88455,22.71595,27136.38755,7505.3062,808.2784,6755.954721,54080.6275,240.703725,106.5928,428.936025,1
2013,900.711,13869.15515,1660.9325,1789.17325,6208.36915,NA,906.5268,377.62585,1406.8183,119.03655,39.5051818,22020.2683,31058.12925,3846.3294,2.3763,21934.70415,8082.19525,1127.4631,4963.989302,44226.4475,184.7859,16.72555,288.82275,1
2014,768.385,10032.8436,1232.01815,1329.84465,4728.4129,NA,738.2735,403.5669,1503.6905,100.7208,30.13440885,19079.53985,15705.58165,4047.7922,0,21713.7045,4151.68625,580.365,4134.091264,36625.17885,121.2432,25.4655,232.7885,1
2015,842.693,9039.09045,1116.947675,966.143775,5430.9765,NA,597.360475,353.378,1319.100575,74.182825,25.40957607,21909.2943,6007.0536,4080.51015,1.584975,22169.40865,2124.06145,718.280675,4694.107169,40060.10385,49.368,10.10815,277.7551,1
2016,694.489,6711.430475,945.996825,803.760625,4035.592925,NA,545.035125,209.240775,1056.44715,55.08825,17.74493247,17720.15308,4232.20005,3294.362025,0,17304.21163,1543.90965,542.321625,3719.764483,31684.1283,28.229275,37.4483,208.668375,1
2017,891.658,8361.2923,1135.23215,1462.2153,5382.8438,NA,899.905275,425.11715,1669.06055,100.96455,26.32830388,22323.2254,5070.07095,4888.0635,0,30628.52465,2121.09735,886.4511,7263.270774,39699.0968,54.15825,43.7713,334.63155,1
2018,1183.351,10800.4879,1429.999,1419.4983,6554.23745,NA,1047.58915,537.3442,2066.22695,189.5143,30.56549027,26110.1236,10068.49855,5559.12675,17.69565,36664.3532,3611.32285,1201.1161,6401.693088,49728.26445,70.34375,23.76615,407.68255,1
